Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
9/9/20,2/1/20,9/5/20,Arkansas,Male,85 years and over,92,"1,885",184,44,,234,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Male,All Ages,473,"10,783",870,231,41,"1,153",
9/9/20,2/1/20,9/5/20,Arkansas,Female,Under 1 year,0,55,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,0-17 years,0,92,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,5-14 years,0,14,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Female,15-24 years,,64,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,18-29 years,,117,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,25-34 years,,148,10,,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,30-49 years,27,594,34,,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,35-44 years,11,272,13,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,45-54 years,16,531,37,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,50-64 years,57,"1,467",126,28,,164,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,55-64 years,52,"1,172",103,26,,135,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,65-74 years,69,"1,899",150,28,10,201,
9/9/20,2/1/20,9/5/20,Arkansas,Female,75-84 years,101,"2,450",182,41,,247,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,85 years and over,153,"3,166",216,44,,333,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Arkansas,Female,All Ages,410,"9,785",715,153,36,"1,007",
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Arkansas,All Sexes,All Ages,883,"20,568","1,585",384,77,"2,160",
9/9/20,2/1/20,9/5/20,California,Male,Under 1 year,,561,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,0-17 years,,"1,024",18,0,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,1-4 years,0,113,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,5-14 years,0,159,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,15-24 years,17,"1,603",36,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,18-29 years,47,"2,819",72,17,,108,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,25-34 years,88,"3,028",104,41,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Male,30-49 years,601,"8,169",624,346,24,903,
9/9/20,2/1/20,9/5/20,California,Male,35-44 years,273,"3,910",288,156,10,415,
9/9/20,2/1/20,9/5/20,California,Male,45-54 years,652,"6,621",669,364,33,990,
9/9/20,2/1/20,9/5/20,California,Male,50-64 years,"1,731","18,305","1,957",998,94,"2,784",
9/9/20,2/1/20,9/5/20,California,Male,55-64 years,"1,350","14,322","1,560",791,71,"2,190",
9/9/20,2/1/20,9/5/20,California,Male,65-74 years,"1,847","19,791","2,395","1,087",64,"3,217",
9/9/20,2/1/20,9/5/20,California,Male,75-84 years,"1,764","21,621","2,655","1,052",57,"3,424",
9/9/20,2/1/20,9/5/20,California,Male,85 years and over,"1,555","23,176","2,527",840,52,"3,294",
9/9/20,2/1/20,9/5/20,California,Male,All Ages,"7,547","94,905","10,248","4,340",305,"13,758",
9/9/20,2/1/20,9/5/20,California,Female,Under 1 year,0,421,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Female,0-17 years,,719,11,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Female,1-4 years,0,70,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Female,5-14 years,0,129,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Female,15-24 years,16,504,18,,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Female,18-29 years,27,876,48,14,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Female,25-34 years,41,"1,077",63,22,10,92,
9/9/20,2/1/20,9/5/20,California,Female,30-49 years,233,"3,836",303,124,24,436,
9/9/20,2/1/20,9/5/20,California,Female,35-44 years,110,"1,796",142,61,10,201,
9/9/20,2/1/20,9/5/20,California,Female,45-54 years,266,"3,678",348,152,22,484,
9/9/20,2/1/20,9/5/20,California,Female,50-64 years,722,"10,491","1,045",422,59,"1,404",
9/9/20,2/1/20,9/5/20,California,Female,55-64 years,551,"8,247",825,321,46,"1,101",
9/9/20,2/1/20,9/5/20,California,Female,65-74 years,978,"13,433","1,436",589,48,"1,873",
9/9/20,2/1/20,9/5/20,California,Female,75-84 years,"1,346","19,383","2,001",739,69,"2,677",
9/9/20,2/1/20,9/5/20,California,Female,85 years and over,"2,113","34,198","3,027","1,032",63,"4,171",
9/9/20,2/1/20,9/5/20,California,Female,All Ages,"5,421","82,936","7,871","2,920",274,"10,646",
9/9/20,2/1/20,9/5/20,California,Unknown,Under 1 year,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,0-17 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,California,All Sexes,All Ages,"12,968","177,842","18,119","7,260",579,"24,404",
9/9/20,2/1/20,9/5/20,Colorado,Male,Under 1 year,0,102,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,0-17 years,,217,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,1-4 years,0,17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,5-14 years,0,40,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Male,15-24 years,,326,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,18-29 years,,566,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,25-34 years,,617,16,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,30-49 years,52,"1,472",67,24,,100,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,35-44 years,18,719,32,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,45-54 years,66,"1,039",66,33,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,50-64 years,170,"2,734",215,90,14,309,
9/9/20,2/1/20,9/5/20,Colorado,Male,55-64 years,135,"2,129",172,70,10,247,
9/9/20,2/1/20,9/5/20,Colorado,Male,65-74 years,235,"3,042",315,137,10,423,
9/9/20,2/1/20,9/5/20,Colorado,Male,75-84 years,306,"3,232",355,176,,489,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Male,85 years and over,295,"3,110",301,143,10,461,
9/9/20,2/1/20,9/5/20,Colorado,Male,All Ages,"1,065","14,373","1,261",573,47,"1,798",
9/9/20,2/1/20,9/5/20,Colorado,Female,Under 1 year,0,99,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,0-17 years,,150,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,5-14 years,0,19,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,15-24 years,,116,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,18-29 years,,183,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,25-34 years,,229,,0,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,30-49 years,15,696,35,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,35-44 years,,321,18,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,45-54 years,22,607,40,12,,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,50-64 years,64,"1,609",125,39,14,164,
9/9/20,2/1/20,9/5/20,Colorado,Female,55-64 years,46,"1,239",96,29,11,124,
9/9/20,2/1/20,9/5/20,Colorado,Female,65-74 years,132,"2,100",159,64,,234,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,75-84 years,217,"2,874",263,104,,381,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Female,85 years and over,386,"4,816",390,188,13,601,
9/9/20,2/1/20,9/5/20,Colorado,Female,All Ages,817,"12,428",980,401,48,"1,441",
9/9/20,2/1/20,9/5/20,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,55-64 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,65-74 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,75-84 years,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,85 years and over,0,0,0,0,0,0,
9/9/20,2/1/20,9/5/20,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Colorado,All Sexes,All Ages,"1,882","26,802","2,241",974,95,"3,239",
9/9/20,2/1/20,9/5/20,Connecticut,Male,Under 1 year,0,39,0,0,0,0,
9/9/20,2/1/20,9/5/20,Connecticut,Male,0-17 years,0,63,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,1-4 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,15-24 years,,106,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,18-29 years,,212,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,25-34 years,11,277,,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,30-49 years,57,705,21,,0,73,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,35-44 years,19,316,11,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,45-54 years,75,628,30,14,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,50-64 years,279,"1,808",126,65,,346,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,55-64 years,234,"1,411",103,53,,288,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,65-74 years,453,"2,027",205,116,11,550,
9/9/20,2/1/20,9/5/20,Connecticut,Male,75-84 years,573,"2,435",257,133,,704,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
9/9/20,2/1/20,9/5/20,Connecticut,Male,85 years and over,725,"3,083",357,174,,917,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
